IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
192.168.1.30,56482,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.36,49304,192.168.1.190,80,6,7.0,597,52,1,1,24,0,1,injection
192.168.1.190,80,192.168.1.31,49982,6,7.0,52,0,1,0,17,0,0,Benign
192.168.1.36,46516,192.168.1.195,80,6,7.0,458,2163,5,5,27,437,1,injection
192.168.1.33,54138,192.168.1.190,80,6,7.0,632,2239,6,6,27,3,1,password
192.168.1.36,53306,192.168.1.190,80,6,7.0,580,2239,5,6,27,241,1,injection
192.168.1.31,37476,192.168.1.190,80,6,7.0,112,60,2,1,18,40,1,password
192.168.1.30,52426,192.168.1.184,443,6,91.0,112,60,2,1,18,3,1,ddos
192.168.1.30,39984,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.31,35396,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.31,51922,192.168.1.190,80,6,7.0,706,2187,5,5,27,726,1,ddos
192.168.1.195,62418,192.168.1.79,9197,6,7.0,494,22815,7,19,27,26,0,Benign
192.168.1.37,8080,192.168.1.193,56069,6,131.0,208,200,2,1,24,54,0,Benign
192.168.1.35,40908,192.168.1.152,80,6,7.0,164,3760,3,6,27,6,1,injection
192.168.1.36,44090,192.168.1.195,80,6,7.0,855,696,5,4,27,626,1,injection
192.168.1.38,36628,192.168.1.195,80,6,7.0,458,2163,5,5,27,506,1,injection
192.168.1.184,443,192.168.1.30,44740,6,91.0,52,52,1,1,17,46,0,Benign
192.168.1.31,39774,192.168.1.194,80,6,7.0,268,240,5,4,18,23509,1,ddos
192.168.1.184,443,192.168.1.30,51430,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.30,43336,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.36,37062,192.168.1.190,80,6,7.0,814,2239,5,6,27,520,1,injection
192.168.1.36,54930,18.184.104.180,80,6,7.0,539,12815,6,12,27,1689,1,injection
192.168.1.31,43780,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.184,443,192.168.1.30,57396,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.30,38100,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.31,54670,192.168.1.190,80,6,7.0,876,2239,6,6,27,39,1,password
192.168.1.30,55314,192.168.1.190,80,6,7.0,112,60,2,1,18,120,1,password
192.168.1.38,55258,192.168.1.190,80,6,7.0,566,2239,6,6,27,315,1,password
192.168.1.33,53902,192.168.1.195,80,6,7.0,458,2163,5,5,27,381,1,injection
192.168.1.184,443,192.168.1.30,53124,6,91.0,52,52,1,1,17,16,0,Benign
192.168.1.36,55030,192.168.1.190,80,6,7.0,568,2239,5,6,27,102,1,xss
192.168.1.184,443,192.168.1.30,52004,6,91.0,52,52,1,1,17,46,0,Benign
192.168.1.30,59054,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,33484,192.168.1.184,443,6,91.0,112,60,2,1,18,27,1,ddos
192.168.1.31,39474,192.168.1.152,80,6,7.0,112,60,2,1,18,24,1,ddos
192.168.1.195,49524,192.168.1.1,49152,6,7.0,403,1203,5,5,27,13,0,Benign
192.168.1.31,47774,192.168.1.194,80,6,7.0,216,180,4,3,18,9928,1,ddos
192.168.1.195,49455,239.255.255.250,1900,17,153.12,3688,0,24,0,0,3526,0,Benign
192.168.1.36,60110,18.184.104.180,80,6,7.0,545,12815,6,12,27,1663,1,injection
192.168.1.36,51334,192.168.1.190,80,6,7.0,216,60,4,1,18,192,1,xss
192.168.1.36,55828,192.168.1.1,53,17,5.0,130,146,2,2,0,347,1,injection
192.168.1.184,443,192.168.1.31,41140,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.38,45094,192.168.1.152,80,6,7.0,433,3700,4,5,27,701,1,ddos
192.168.1.33,45416,192.168.1.195,80,6,7.0,40,604,1,2,25,373,1,injection
192.168.1.30,33500,52.59.177.21,80,6,7.178,216,12815,4,12,27,1628,1,injection
192.168.1.31,44466,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.30,44072,192.168.1.190,80,6,7.0,112,60,2,1,18,24,1,injection
192.168.1.30,43640,192.168.1.190,80,6,7.0,542,2239,5,6,27,19,1,password
192.168.1.31,38731,192.168.1.1,53,17,5.0,71,0,1,0,0,0,1,dos
192.168.1.33,36484,192.168.1.195,80,6,7.0,458,2163,5,5,27,417,1,injection
192.168.1.30,50824,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.38,58752,192.168.1.190,80,6,7.0,570,2239,6,6,27,26,1,ddos
192.168.1.36,38002,192.168.1.152,80,6,7.0,504,3812,5,7,27,122,1,injection
192.168.1.36,57784,192.168.1.190,80,6,7.0,523,2239,5,6,27,386,1,xss
192.168.1.36,50094,18.184.104.180,80,6,7.0,547,12815,6,12,27,1662,1,injection
192.168.1.30,47757,192.168.1.1,53,17,5.0,130,146,2,2,0,2,1,dos
192.168.1.193,53907,192.168.1.37,8080,6,131.0,1440,1200,30,30,22,10097,1,backdoor
192.168.1.30,57812,192.168.1.190,80,6,7.0,216,112,4,2,19,97,1,ddos
192.168.1.195,65159,192.168.1.79,9197,6,7.0,396,660,6,6,27,0,0,Benign
192.168.1.30,52852,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,51978,192.168.1.152,80,6,7.0,112,60,2,1,18,55,1,injection
192.168.1.35,49164,192.168.1.152,80,6,7.0,477,3760,5,6,27,21,1,injection
192.168.1.31,42680,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.33,34168,192.168.1.152,80,6,7.0,480,3760,5,6,27,52,1,injection
192.168.1.190,53068,117.18.237.29,80,6,7.0,1822,2468,18,17,26,116813,0,Benign
192.168.1.31,59060,192.168.1.195,80,6,7.0,458,2163,5,5,27,316,1,password
192.168.1.152,80,192.168.1.31,37248,6,7.0,52,52,1,1,17,83,0,Benign
192.168.1.36,33496,192.168.1.190,80,6,7.0,555,2239,5,6,27,112,1,injection
192.168.1.30,56816,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.184,443,192.168.1.30,34014,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.31,37178,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.180,44749,192.168.1.190,53,17,5.0,68,318,1,1,0,3,0,Benign
192.168.1.31,37804,52.59.177.21,80,6,7.178,658,12815,7,12,27,1675,1,injection
192.168.1.36,52856,192.168.1.152,80,6,7.0,547,3760,5,6,27,380,1,injection
192.168.1.38,45044,192.168.1.152,80,6,7.0,781,3812,5,7,27,537,1,ddos
192.168.1.35,49684,192.168.1.195,80,6,7.0,570,696,6,4,27,121,1,injection
192.168.1.36,50438,52.59.177.21,80,6,7.178,586,12815,6,12,27,1509,1,injection
192.168.1.30,59724,192.168.1.184,443,6,91.0,906,4432,7,12,26,26651,1,ddos
192.168.1.79,37656,239.255.255.250,15600,17,0.0,63,0,1,0,0,0,0,Benign
192.168.1.31,46684,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.33,56250,52.59.177.21,80,6,7.178,783,12815,5,12,27,1692,1,injection
192.168.1.31,52829,192.168.1.1,53,17,5.0,71,71,1,1,0,7,1,ddos
192.168.1.31,50652,192.168.1.152,80,6,7.0,164,112,3,2,19,22869,1,password
192.168.1.33,52114,192.168.1.195,80,6,7.0,825,696,5,4,27,242,1,injection
192.168.1.31,51400,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.30,34918,192.168.1.152,80,6,7.0,542,708,4,3,27,208,1,injection
192.168.1.184,443,192.168.1.30,33772,6,91.0,52,52,1,1,17,11,0,Benign
192.168.1.33,45192,52.59.177.21,80,6,7.178,538,12815,6,12,27,1451,1,injection
192.168.1.30,44414,192.168.1.190,80,6,7.0,1008,2355,9,8,31,2526,1,password
192.168.1.33,38006,192.168.1.152,80,6,7.0,570,3812,6,7,27,20,1,password
192.168.1.30,59446,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,scanning
192.168.1.1,54451,192.168.1.195,56734,17,12.0,629,0,2,0,0,0,0,Benign
192.168.1.184,443,192.168.1.31,38826,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.33,60754,18.184.104.180,80,6,7.0,841,12815,6,12,27,1729,1,injection
192.168.1.193,52802,192.168.1.33,80,6,7.0,1440,1200,30,30,22,10138,1,backdoor
192.168.1.33,34804,192.168.1.195,80,6,7.0,458,2163,5,5,27,572,1,password
192.168.1.38,41754,192.168.1.190,80,6,7.0,542,2179,5,5,25,344,1,ddos
192.168.1.31,36286,18.184.104.180,80,6,7.0,571,12815,6,12,27,1692,1,injection
192.168.1.30,59426,192.168.1.152,80,6,7.0,542,3812,4,7,27,334,1,injection
192.168.1.36,33256,52.59.177.21,80,6,7.178,575,12815,5,12,27,1571,1,injection
192.168.1.30,38948,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,52890,18.184.104.180,80,6,7.0,593,12815,6,12,27,1688,1,injection
192.168.1.180,35194,192.168.1.190,53,17,5.0,136,374,2,2,0,0,0,Benign
192.168.1.184,443,192.168.1.30,35478,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.31,47448,192.168.1.194,80,6,7.0,216,180,4,3,18,10607,1,scanning
192.168.1.190,80,192.168.1.30,49568,6,7.0,2187,156,5,3,27,112,0,Benign
192.168.1.190,80,192.168.1.36,50690,6,7.0,2239,156,6,3,27,229,0,Benign
192.168.1.33,59664,192.168.1.195,80,6,7.0,458,2163,5,5,27,378,1,password
192.168.1.33,50748,192.168.1.184,443,6,91.0,104,52,2,1,17,0,1,injection
192.168.1.36,52358,192.168.1.190,80,6,7.0,577,2239,5,6,27,100,1,injection
192.168.1.184,443,192.168.1.31,60172,6,91.0,586,0,7,0,25,28577,0,Benign
192.168.1.31,40066,192.168.1.184,443,6,91.0,112,60,2,1,18,54,1,ddos
192.168.1.31,54860,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.184,443,192.168.1.30,42828,6,91.0,52,52,1,1,17,5,0,Benign
192.168.1.30,59340,52.59.177.21,80,6,7.178,489,12815,5,12,27,1651,1,injection
192.168.1.31,59052,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,44050,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,34252,192.168.1.194,80,6,7.0,164,120,3,2,18,9577,1,ddos
192.168.1.30,52582,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.33,58998,192.168.1.184,443,6,91.0,1087,2215,8,8,31,355,1,injection
192.168.1.31,47524,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,57551,192.168.1.1,53,17,5.0,67,67,1,1,0,0,1,ddos
192.168.1.31,35916,192.168.1.190,80,6,7.0,535,2239,5,6,27,16,1,password
192.168.1.37,8080,192.168.1.193,56038,6,131.0,208,200,2,1,24,48,0,Benign
192.168.1.38,40230,192.168.1.195,80,6,7.0,459,696,5,4,27,473,1,injection
192.168.1.35,58262,52.59.177.21,80,6,7.178,532,12815,6,12,27,1732,1,injection
192.168.1.36,54772,192.168.1.190,80,6,7.0,568,2239,5,6,27,106,1,xss
192.168.1.31,54066,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.30,40780,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,46348,192.168.1.184,443,6,91.0,938,4036,7,13,26,26832,1,ddos
192.168.1.38,48352,192.168.1.152,80,6,7.0,617,60,3,1,26,0,1,ddos
192.168.1.31,54018,192.168.1.152,80,6,7.0,501,3760,5,6,27,75,1,ddos
192.168.1.195,49716,192.168.1.79,7678,6,7.0,406,1945,5,6,27,14,0,Benign
192.168.1.30,57212,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.33,39546,192.168.1.190,80,6,7.0,587,2239,5,6,27,22,1,injection
192.168.1.30,54074,192.168.1.184,443,6,91.0,112,60,2,1,18,7,1,ddos
192.168.1.33,8080,192.168.1.193,49377,6,131.0,208,200,2,1,24,49,0,Benign
192.168.1.190,47095,205.251.198.69,53,17,5.178,78,364,1,1,0,127,0,Benign
192.168.1.30,46449,192.168.1.1,53,17,5.0,67,67,1,1,0,0,1,ddos
192.168.1.30,53410,18.184.104.180,80,6,7.0,607,12815,6,12,27,1641,1,injection
192.168.1.190,54437,205.251.198.69,53,17,5.178,78,376,1,1,0,130,0,Benign
192.168.1.31,53732,192.168.1.152,80,6,7.0,112,60,2,1,18,31,1,ddos
192.168.1.30,33256,192.168.1.195,80,6,7.0,458,2163,5,5,27,375,1,injection
192.168.1.36,45758,192.168.1.195,80,6,7.0,458,2163,5,5,27,384,1,xss
192.168.1.31,58176,192.168.1.184,443,6,91.0,112,60,2,1,18,17,1,ddos
192.168.1.31,58738,192.168.1.184,80,6,7.0,543,387,6,4,27,547,1,ddos
192.168.1.38,59736,192.168.1.195,80,6,7.0,531,696,5,4,27,389,1,ddos
192.168.1.36,34106,192.168.1.195,80,6,7.0,854,696,5,4,27,3431,1,xss
192.168.1.30,56064,192.168.1.190,80,6,7.0,420,2187,2,5,27,229,1,ddos
192.168.1.195,5353,224.0.0.251,5353,17,8.0,554,0,6,0,0,2,0,Benign
192.168.1.30,48621,192.168.1.1,53,17,5.0,71,0,1,0,0,0,1,dos
192.168.1.36,34782,192.168.1.152,80,6,7.0,452,3760,4,6,27,332,1,injection
192.168.1.33,47218,192.168.1.195,80,6,7.0,458,2163,5,5,27,375,1,injection
192.168.1.152,1880,192.168.1.195,50575,6,0.0,268452,12612,426,315,24,119874,0,Benign
192.168.1.31,51494,192.168.1.184,443,6,91.0,112,60,2,1,18,1,1,ddos
192.168.1.31,41808,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.31,60038,192.168.1.190,80,6,7.0,580,2239,5,6,27,356,1,password
192.168.1.31,57122,192.168.1.190,80,6,7.0,607,2239,6,6,27,37,1,password
192.168.1.38,59410,192.168.1.195,80,6,7.0,482,696,5,4,27,387,1,password
192.168.1.33,35980,192.168.1.152,80,6,7.0,586,3812,5,7,27,14,1,injection
192.168.1.184,443,192.168.1.31,34998,6,91.0,52,52,1,1,17,79,0,Benign
192.168.1.36,40646,192.168.1.184,443,6,91.0,1770,2589,10,13,31,270,1,injection
192.168.1.33,35788,192.168.1.152,80,6,7.0,503,3760,5,6,27,26,1,injection
192.168.1.33,50686,192.168.1.190,80,6,7.0,673,2239,6,6,27,24,1,injection
192.168.1.31,42884,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,43944,192.168.1.184,443,6,91.0,112,60,2,1,18,5,1,ddos
192.168.1.38,36800,192.168.1.152,80,6,7.0,561,3760,5,6,27,170,1,ddos
192.168.1.36,39222,192.168.1.195,80,6,7.0,458,2163,5,5,27,246,1,injection
192.168.1.36,55184,192.168.1.152,80,6,7.0,505,3812,6,7,27,7322,1,xss
192.168.1.30,33408,192.168.1.194,80,6,7.0,164,120,3,2,18,9463,1,ddos
192.168.1.35,51890,192.168.1.195,80,6,7.0,458,2203,5,6,27,525,1,password
192.168.1.31,41714,192.168.1.195,80,6,7.0,539,696,6,4,27,242,1,injection
192.168.1.36,39962,192.168.1.152,80,6,7.0,594,3812,5,7,27,312,1,xss
192.168.1.31,58824,192.168.1.184,80,6,7.0,531,387,6,4,27,92,1,ddos
192.168.1.184,443,192.168.1.30,40596,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.152,80,192.168.1.31,33580,6,7.0,52,52,1,1,17,7,0,Benign
192.168.1.31,50948,192.168.1.184,443,6,91.0,112,60,2,1,18,19,1,ddos
192.168.1.1,53,192.168.1.31,41920,17,5.0,71,0,1,0,0,0,0,Benign
192.168.1.30,34666,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,32910,18.184.104.180,80,6,7.0,520,12815,5,12,27,1651,1,injection
192.168.1.30,54900,192.168.1.184,443,6,91.0,112,60,2,1,18,13,1,ddos
192.168.1.36,52372,192.168.1.190,80,6,7.0,527,2239,5,6,27,99,1,xss
192.168.1.36,39280,192.168.1.190,80,6,7.0,465,2239,4,6,27,138,1,injection
192.168.1.31,39096,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.30,47078,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.36,50376,192.168.1.152,80,6,7.0,727,3760,5,6,27,69,1,injection
192.168.1.36,37442,176.28.50.165,80,6,7.0,216,112,4,2,19,2256,1,injection
192.168.1.30,46764,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.31,54594,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.37,8080,192.168.1.193,55977,6,131.0,208,200,2,1,24,57,0,Benign
192.168.1.30,42702,192.168.1.1,53,17,5.0,71,71,1,1,0,1,1,ddos
192.168.1.31,41944,192.168.1.195,80,6,7.0,511,696,5,4,27,297,1,injection
192.168.1.31,56646,192.168.1.152,80,6,7.0,164,112,3,2,19,21885,1,password
192.168.1.184,443,192.168.1.31,34550,6,91.0,52,52,1,1,17,53,0,Benign
192.168.1.31,46182,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.190,32725,203.119.86.101,53,17,5.0,65,0,1,0,0,0,0,Benign
192.168.1.30,52344,192.168.1.184,443,6,91.0,926,2062,8,7,26,2082,1,ddos
192.168.1.33,53420,192.168.1.195,80,6,7.0,545,527,5,4,27,193,1,password
192.168.1.184,443,192.168.1.30,51534,6,91.0,156,0,3,0,17,496,0,Benign
192.168.1.31,44012,192.168.1.190,80,6,7.0,112,60,2,1,18,20,1,password
192.168.1.35,51936,176.28.50.165,80,6,7.0,216,112,4,2,19,726,1,xss
192.168.1.30,43240,192.168.1.194,80,6,7.0,268,240,5,4,18,22603,1,ddos
192.168.1.36,56484,192.168.1.184,443,6,91.0,1155,7537,10,10,31,229,1,injection
192.168.1.33,45718,176.28.50.165,80,6,7.0,216,112,4,2,19,847,1,injection
192.168.1.190,63513,156.154.101.3,53,17,5.0,63,794,1,1,0,12,0,Benign
192.168.1.33,46830,192.168.1.190,80,6,7.0,555,2525,5,6,27,153,1,injection
192.168.1.36,49604,192.168.1.195,80,6,7.0,476,696,5,4,27,589,1,xss
192.168.1.30,35074,192.168.1.190,80,6,7.0,216,52,4,1,19,825,1,injection
192.168.1.31,43048,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.30,38164,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.36,57014,192.168.1.190,80,6,7.0,584,2239,6,6,27,93,1,xss
192.168.1.38,54876,192.168.1.190,80,6,7.0,580,2239,6,6,27,435,1,ddos
192.168.1.33,38934,18.184.104.180,80,6,7.0,553,12815,5,12,27,1607,1,injection
192.168.1.31,39590,192.168.1.190,80,6,7.0,532,2239,5,6,27,81,1,ddos
192.168.1.36,36600,192.168.1.195,80,6,7.0,458,2163,5,5,27,599,1,xss
192.168.1.36,59242,192.168.1.152,80,6,7.0,216,3760,4,6,27,645,1,injection
192.168.1.36,53544,192.168.1.190,80,6,7.0,216,112,4,2,19,325,1,xss
192.168.1.36,36770,192.168.1.152,80,6,7.0,813,3760,5,6,27,208,1,xss
192.168.1.36,52838,192.168.1.152,80,6,7.0,451,3760,5,6,27,957,1,xss
192.168.1.31,53294,192.168.1.195,80,6,7.0,458,2203,5,6,27,696,1,injection
192.168.1.30,53758,192.168.1.190,80,6,7.0,548,2239,5,6,27,12,1,ddos
192.168.1.36,42632,176.28.50.165,80,6,7.0,526,2816,6,6,27,996,1,xss
192.168.1.30,60930,192.168.1.184,443,6,91.0,112,60,2,1,18,21,1,ddos
192.168.1.31,46748,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.33,50656,192.168.1.190,80,6,7.0,573,2239,6,6,27,16,1,password
192.168.1.184,443,192.168.1.31,33444,6,91.0,52,52,1,1,17,7,0,Benign
192.168.1.184,443,192.168.1.31,45750,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.30,58842,192.168.1.1,53,17,5.0,67,67,1,1,0,1,1,ddos
192.168.1.31,58016,192.168.1.184,443,6,91.0,1026,2074,9,6,26,474,1,ddos
192.168.1.193,62410,192.168.1.33,80,6,7.0,1440,1200,30,30,22,10137,1,backdoor
192.168.1.38,54026,18.184.104.180,80,6,7.0,216,112,4,2,19,1743,1,injection
192.168.1.184,443,192.168.1.31,55252,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.33,57850,192.168.1.184,443,6,91.0,1207,7537,11,10,31,575,1,injection
192.168.1.30,54650,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.33,45668,192.168.1.195,80,6,7.0,458,2163,5,5,27,339,1,password
192.168.1.30,49864,192.168.1.190,80,6,7.0,563,2239,6,6,27,294,1,password
192.168.1.30,59038,192.168.1.184,443,6,91.0,112,60,2,1,18,20,1,ddos
192.168.1.30,56388,18.184.104.180,80,6,7.0,541,12815,6,12,27,1572,1,injection
192.168.1.30,56310,18.184.104.180,80,6,7.0,495,12815,5,12,27,1670,1,injection
192.168.1.35,41156,192.168.1.195,80,6,7.0,458,2163,5,5,27,270,1,xss
192.168.1.30,42962,192.168.1.190,80,6,7.0,960,2239,6,6,27,176,1,ddos
192.168.1.31,48786,192.168.1.190,80,6,7.0,112,60,2,1,18,13,1,injection
192.168.1.31,53098,52.59.177.21,80,6,7.178,630,12867,7,13,27,1675,1,injection
192.168.1.31,58738,192.168.1.1,53,17,5.0,67,67,1,1,0,0,1,dos
192.168.1.30,47118,192.168.1.184,443,6,91.0,112,60,2,1,18,40,1,ddos
192.168.1.184,443,192.168.1.31,52998,6,91.0,52,52,1,1,17,19,0,Benign
192.168.1.33,42932,192.168.1.190,80,6,7.0,514,2239,5,6,27,96,1,injection
192.168.1.36,35428,192.168.1.195,80,6,7.0,458,2163,5,5,27,429,1,xss
192.168.1.38,33712,192.168.1.190,80,6,7.0,580,2239,5,6,27,93,1,injection
192.168.1.30,44434,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.36,55356,192.168.1.190,80,6,7.0,542,2239,5,6,27,74,1,injection
192.168.1.31,39640,192.168.1.190,80,6,7.0,52,0,1,0,16,0,1,injection
192.168.1.31,46572,192.168.1.152,80,6,7.0,518,3760,5,6,27,303,1,injection
192.168.1.33,55804,192.168.1.184,443,6,91.0,1169,2163,9,7,31,316,1,injection
192.168.1.33,38002,52.59.177.21,80,6,7.178,528,9164,5,9,27,1100,1,injection
192.168.1.33,46600,192.168.1.152,80,6,7.0,494,3812,5,7,27,28,1,password
192.168.1.180,60324,184.25.57.139,43,6,170.0,462,4454,9,9,31,877,0,Benign
192.168.1.38,60438,192.168.1.195,80,6,7.0,456,696,5,4,27,383,1,injection
192.168.1.31,40026,192.168.1.190,80,6,7.0,112,60,2,1,18,34,1,injection
192.168.1.38,47740,192.168.1.195,80,6,7.0,458,2163,5,5,27,658,1,injection
192.168.1.31,44628,192.168.1.190,80,6,7.0,216,2239,4,6,27,309,1,injection
192.168.1.30,53566,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,32956,192.168.1.190,80,6,7.0,927,2187,7,5,27,52,1,injection
192.168.1.184,443,192.168.1.31,51902,6,91.0,52,52,1,1,17,50,0,Benign
192.168.1.31,46474,192.168.1.152,80,6,7.0,60,60,1,1,18,66,1,ddos
192.168.1.31,48932,192.168.1.152,80,6,7.0,774,3812,5,7,27,64,1,injection
192.168.1.31,43348,192.168.1.1,53,17,5.0,67,67,1,1,0,0,1,scanning
192.168.1.37,8080,192.168.1.193,49249,6,131.0,208,200,2,1,24,51,0,Benign
192.168.1.31,51192,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,scanning
192.168.1.31,34270,192.168.1.152,80,6,7.0,493,3760,5,6,27,100,1,ddos
192.168.1.31,58096,192.168.1.195,80,6,7.0,451,696,5,4,27,521,1,injection
192.168.1.36,56548,192.168.1.195,80,6,7.0,760,521,5,4,27,24,1,injection
192.168.1.30,35866,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,42922,192.168.1.184,80,6,7.0,512,323,6,4,27,138,1,ddos
192.168.1.180,34069,192.168.1.190,53,17,5.0,295,483,3,3,0,0,0,Benign
192.168.1.30,55384,192.168.1.152,80,6,7.0,520,3812,5,7,27,2,1,password
192.168.1.35,43036,192.168.1.184,443,6,91.0,1115,7589,9,11,31,185,1,injection
192.168.1.195,54624,192.168.1.1,41952,6,7.0,847,4426,11,13,27,0,0,Benign
192.168.1.33,8080,192.168.1.193,49403,6,131.0,208,200,2,1,24,62,0,Benign
192.168.1.184,443,192.168.1.30,39182,6,91.0,52,52,1,1,17,47,0,Benign
192.168.1.30,56148,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,41226,192.168.1.152,80,6,7.0,420,3700,4,5,25,46,1,password
192.168.1.30,45512,192.168.1.184,80,6,7.0,389,271,4,3,26,19,1,ddos
192.168.1.30,60818,192.168.1.152,80,6,7.0,458,3760,4,6,27,301,1,password
192.168.1.36,49002,192.168.1.152,80,6,7.0,479,3812,5,7,27,711,1,injection
192.168.1.31,33482,192.168.1.190,80,6,7.0,676,2239,6,6,27,37,1,injection
192.168.1.31,48950,192.168.1.152,80,6,7.0,764,3760,5,6,27,94,1,ddos
192.168.1.33,39394,192.168.1.190,80,6,7.0,597,2239,5,6,27,44,1,injection
192.168.1.38,60384,192.168.1.195,80,6,7.0,458,2203,5,6,27,1062,1,password
192.168.1.30,52354,18.184.104.180,80,6,7.0,936,12815,6,12,27,1747,1,injection
192.168.1.33,33554,192.168.1.190,80,6,7.0,548,2239,5,6,27,104,1,injection
192.168.1.30,46694,192.168.1.195,80,6,7.0,471,696,5,4,27,149,1,injection
192.168.1.36,37164,192.168.1.190,80,6,7.0,560,2187,4,5,27,210,1,injection
192.168.1.33,51428,192.168.1.184,443,6,91.0,1456,2215,10,8,31,387,1,injection
192.168.1.38,51720,192.168.1.184,443,6,91.0,1165,2184,9,9,31,324,1,ddos
192.168.1.79,40501,239.255.255.250,15600,17,0.0,63,0,1,0,0,0,0,Benign
192.168.1.30,60202,18.184.104.180,80,6,7.0,558,12815,5,12,27,1581,1,injection
192.168.1.33,58132,52.59.177.21,80,6,7.178,537,12815,5,12,27,1482,1,injection
192.168.1.184,443,192.168.1.31,36270,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.30,35506,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,37467,192.168.1.1,53,17,5.0,71,71,1,1,0,25,1,dos
192.168.1.31,57772,192.168.1.152,80,6,7.0,563,3812,6,7,27,46,1,ddos
192.168.1.30,52790,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.36,45412,192.168.1.152,80,6,7.0,505,3760,5,6,27,297,1,xss
192.168.1.36,44722,192.168.1.152,80,6,7.0,482,708,5,3,27,333,1,injection
192.168.1.30,38290,192.168.1.184,443,6,91.0,874,4313,7,13,26,26790,1,ddos
192.168.1.38,48328,192.168.1.152,80,6,7.0,623,164,3,3,26,70,1,injection
